3.0627413747	0	0
-1.3870759398	0	0
-4.766039069	0	0
4.273565433	0	0
2.7055987416	0	0
-3.062744962	0	0
3.4380070026	0	0
-0.7646806715	0	0
-0.457827573	0	0
2.3622138176	0	0
1.3870726112	0	0
-2.0294795739	0	0
1.705044189	0	0
-2.3622172907	0	0
4.7660356613	0	0
0.7646774466	0	0
-1.7050475876	0	0
-4.2735689657	0	0
-2.705602275	0	0
0.4578243791	0	0
0.1524452417	0	0
-1.0740503495	0	0
-5.3712379245	0	0
2.0294761326	0	0
-3.4380106032	0	0
5.3712346477	0	0
-3.8379742478	0	0
3.8379706915	0	0
-0.152448411	0	0
1.0740470734	0	0

